Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BPCL.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,ITC.NS,INDUSINDBK.NS,INFY.NS,JSWSTEEL.NS,KOTAKBANK.NS,LTIM.NS,LT.NS,M&M.NS,MARUTI.NS,NTPC.NS,NESTLEIND.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SHRIRAMFIN.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,TATACONSUM.NS,TATAMOTORS.NS,TATASTEEL.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2019-09-23,150.91673278808594,396.47540283203125,1449.7183837890625,1732.78173828125,722.3526611328125,2570.16455078125,3956.744873046875,827.8511962890625,165.4298095703125,335.4395751953125,2763.882080078125,432.2901306152344,125.74788665771484,1546.3843994140625,2681.35595703125,1843.5084228515625,740.544189453125,438.6011047363281,1206.93310546875,534.0704345703125,2417.552978515625,193.43826293945312,1889.2342529296875,431.4197082519531,208.44937133789062,1459.7099609375,672.199462890625,226.5271453857422,1635.658203125,1373.6402587890625,1394.685546875,535.4209594726562,6623.1396484375,89.06733703613281,1297.1441650390625,100.56433868408203,79.45014953613281,1113.1480712890625,784.7378540039062,1049.48291015625,295.3154296875,388.9242858886719,1809.7965087890625,263.30059814453125,127.11036682128906,15.180787086486816,587.5975341796875,1281.462158203125,4286.056640625,234.4270477294922
2019-09-24,146.6090850830078,399.27325439453125,1432.564208984375,1697.3624267578125,701.34423828125,2538.414794921875,3895.77734375,822.1593627929688,169.2642364501953,336.06610107421875,2787.912841796875,433.5902099609375,122.92521667480469,1563.60693359375,2698.797119140625,1766.3642578125,731.1813354492188,444.75830078125,1203.62109375,544.2431640625,2362.350341796875,191.3104248046875,1899.144775390625,426.1997985839844,209.38998413085938,1464.297119140625,698.3189697265625,216.906494140625,1613.225830078125,1380.180908203125,1351.617919921875,529.4981689453125,6729.95849609375,88.3765869140625,1270.4222412109375,98.49844360351562,80.3573226928711,1148.630126953125,788.1575927734375,1047.999267578125,284.820556640625,389.1141662597656,1835.7430419921875,264.5995788574219,130.09182739257812,14.917279243469238,605.7125854492188,1262.7548828125,4214.7060546875,235.749267578125
2019-09-25,146.11395263671875,400.1898193359375,1407.375244140625,1683.809326171875,691.9351806640625,2523.6982421875,3865.441162109375,823.6459350585938,170.6952362060547,329.3187255859375,2747.906982421875,418.51934814453125,119.48219299316406,1567.2529296875,2687.26708984375,1686.4361572265625,706.2625122070312,447.4971618652344,1190.08544921875,550.9591064453125,2318.0341796875,183.66961669921875,1900.1171875,419.72320556640625,202.47848510742188,1452.322265625,697.087646484375,217.8824920654297,1596.7755126953125,1396.1121826171875,1323.149169921875,506.7072448730469,6374.1181640625,89.71969604492188,1273.0517578125,96.9859390258789,83.85935974121094,1149.3936767578125,789.5452270507812,1002.2366943359375,263.78375244140625,386.35955810546875,1875.0218505859375,268.88128662109375,122.2903060913086,14.565265655517578,607.4767456054688,1239.554443359375,4175.51611328125,233.8883514404297
2019-09-26,151.2138214111328,404.3865661621094,1409.0018310546875,1702.2158203125,696.86376953125,2548.841064453125,3934.177001953125,844.4974365234375,176.14414978027344,331.6321105957031,2799.31689453125,422.2268371582031,126.12010192871094,1607.1669921875,2688.72021484375,1716.279052734375,725.4270629882812,443.8028869628906,1192.7733154296875,562.2677612304688,2365.907958984375,189.52113342285156,1884.2791748046875,436.8813781738281,204.80958557128906,1494.9100341796875,688.205322265625,218.85850524902344,1621.9495849609375,1409.287109375,1359.4190673828125,537.268798828125,6584.34814453125,89.45108032226562,1318.0863037109375,101.1176986694336,84.07032775878906,1164.888916015625,809.220703125,990.9986572265625,265.28973388671875,391.29888916015625,1874.2589111328125,269.3142395019531,123.7313461303711,15.116415977478027,614.1891479492188,1258.5057373046875,4290.44873046875,232.22332763671875
2019-09-27,147.99546813964844,394.20819091796875,1380.7569580078125,1707.3585205078125,697.5606079101562,2537.85693359375,3989.834716796875,853.0525512695312,172.38311767578125,336.4998474121094,2728.990478515625,423.1417236328125,123.669677734375,1593.1588134765625,2646.037353515625,1704.8621826171875,709.0419921875,442.0618896484375,1194.4053955078125,575.1071166992188,2339.3779296875,184.44338989257812,1862.51318359375,434.22308349609375,206.89529418945312,1430.0145263671875,687.8974609375,215.8375244140625,1638.5494384765625,1420.7332763671875,1343.72509765625,526.0391845703125,6503.93310546875,89.8348159790039,1299.7642822265625,97.02281188964844,83.58509826660156,1175.8927001953125,835.0911254882812,984.4802856445312,264.67791748046875,381.562744140625,1846.022705078125,271.2867126464844,119.15975189208984,14.468714714050293,606.0997924804688,1254.3538818359375,4290.0087890625,231.73362731933594
2019-09-30,144.43051147460938,399.3697509765625,1375.7781982421875,1693.757568359375,682.0283203125,2524.385009765625,3978.67333984375,849.3262939453125,172.49322509765625,353.802001953125,2664.772705078125,409.7560119628906,123.97984313964844,1598.004150390625,2618.373779296875,1702.255859375,712.0654296875,458.8560791015625,1178.32568359375,593.7243041992188,2318.462890625,185.0720672607422,1835.6993408203125,419.2398681640625,212.53904724121094,1336.099853515625,708.5204467773438,213.74609375,1639.49658203125,1412.0902099609375,1345.1849365234375,518.5054931640625,6448.33935546875,90.18018341064453,1313.834716796875,97.24415588378906,83.9859390258789,1196.73291015625,838.9569091796875,962.9024658203125,254.88894653320312,369.9268493652344,1884.7635498046875,265.561767578125,116.72486877441406,14.502911567687988,614.877685546875,1243.6083984375,4237.39892578125,234.8677978515625
2019-10-01,142.25189208984375,389.81842041015625,1349.8992919921875,1697.55419921875,676.2037353515625,2497.096923828125,3925.916748046875,843.8740234375,181.2261199951172,338.2830810546875,2642.507080078125,397.3814392089844,120.41275787353516,1556.794677734375,2605.8740234375,1708.1632080078125,676.0281982421875,449.9176330566406,1198.8214111328125,590.8107299804688,2304.405029296875,183.5245361328125,1843.433349609375,410.44329833984375,209.3081817626953,1253.5321044921875,697.879150390625,206.9604949951172,1643.235107421875,1406.76416015625,1335.8778076171875,527.5554809570312,6511.90283203125,89.8348159790039,1294.150390625,94.5880126953125,82.9100112915039,1172.1650390625,820.3717651367188,939.6616821289062,240.91148376464844,367.17218017578125,1849.4344482421875,260.4140625,114.5881576538086,14.142850875854492,606.6592407226562,1250.9837646484375,4111.82666015625,228.69737243652344
2019-10-03,142.1528778076172,389.6737060546875,1359.6099853515625,1681.06982421875,665.5003051757812,2486.713623046875,3893.859619140625,842.686767578125,195.059326171875,332.45147705078125,2627.482177734375,402.6298522949219,115.85308074951172,1562.359619140625,2594.052734375,1752.029296875,662.8616333007812,457.2425537109375,1174.5819091796875,585.5762329101562,2286.489501953125,176.609130859375,1817.2679443359375,413.05322265625,214.01129150390625,1212.44140625,690.8876342773438,205.93801879882812,1610.8829345703125,1406.297119140625,1330.403076171875,533.2413940429688,6485.0654296875,89.60458374023438,1296.8270263671875,94.51424407958984,84.00703430175781,1177.689453125,823.3453979492188,928.0635986328125,239.21725463867188,368.6920166015625,1849.7039794921875,262.4346923828125,121.64431762695312,13.662101745605469,604.55078125,1265.5391845703125,4047.60009765625,230.9990692138672
2019-10-04,138.637451171875,380.7012939453125,1380.658203125,1657.4727783203125,653.552490234375,2457.23779296875,3838.93994140625,828.1504516601562,189.17013549804688,327.246337890625,2575.167236328125,402.8705749511719,115.26373291015625,1556.5067138671875,2536.4482421875,1724.65869140625,638.2354125976562,458.2190856933594,1142.08642578125,577.2305297851562,2287.218505859375,176.12554931640625,1800.73486328125,400.1000061035156,210.41236877441406,1221.9053955078125,697.791259765625,199.52423095703125,1558.4415283203125,1409.006591796875,1300.1552734375,534.7103271484375,6384.77587890625,90.10344696044922,1271.396484375,95.5840835571289,82.93111419677734,1175.0394287109375,817.0015869140625,916.6904296875,235.2640380859375,366.697265625,1866.85205078125,256.1324462890625,118.91129302978516,13.40060806274414,609.4130859375,1221.9708251953125,3884.351318359375,232.81097412109375
2019-10-07,134.4783172607422,381.328369140625,1390.714111328125,1658.193603515625,670.5285034179688,2481.908447265625,3835.940673828125,820.09423828125,180.0335693359375,329.2223815917969,2673.099853515625,393.1443176269531,114.39521789550781,1579.9180908203125,2535.236572265625,1724.8118896484375,632.9688110351562,456.22344970703125,1139.398681640625,568.341796875,2292.1044921875,176.31895446777344,1796.891357421875,402.2266540527344,206.03648376464844,1198.487060546875,694.3614501953125,193.34286499023438,1550.964111328125,1382.843994140625,1275.4735107421875,524.0018310546875,6365.8125,88.9905776977539,1286.753173828125,93.37063598632812,82.9100112915039,1176.836181640625,820.6195068359375,954.7659912109375,234.4639892578125,360.8555603027344,1838.436279296875,255.65130615234375,116.77456665039062,13.066699981689453,606.5302124023438,1229.8834228515625,3777.812255859375,232.1743621826172
2019-10-09,137.64715576171875,386.3452453613281,1404.910888671875,1704.6190185546875,683.3226928710938,2481.5224609375,3956.89208984375,829.8964233398438,180.84085083007812,346.4281005859375,2768.27197265625,407.6855163574219,114.98457336425781,1583.707763671875,2580.72900390625,1747.688720703125,653.8402099609375,446.3294677734375,1178.997802734375,573.3294067382812,2232.402099609375,179.94593811035156,1804.254638671875,422.13983154296875,202.11041259765625,1263.7686767578125,689.1727294921875,197.8046112060547,1607.4932861328125,1401.6717529296875,1301.38720703125,546.3662719726562,6451.939453125,89.98832702636719,1310.869384765625,92.85415649414062,83.41632843017578,1189.995849609375,829.8873291015625,1010.1485595703125,245.61773681640625,364.7025451660156,1813.6571044921875,259.7406005859375,120.15357208251953,13.535378456115723,611.90869140625,1201.8472900390625,3946.820556640625,232.85995483398438
